Unnamed: 0,sentence,class
1624,slightly later systems began to feature cartridges that allowed them to play a greater vari-ety of games.,0
2313,"within the dmz one can find:firewalls,choke and access routers, and alsofront-end and back-end servers.",0
2539,master boot record (mbr) is the program stored in the boot sector of thebootable media.,0
1317,"typically, a wireless lan uses a frequency band with each unit on a slightly different frequency, thus allowing all units to communicate without interference.",0
3158,one way to provide interaction with (and through) a web page is to use the cgi (common gateway interface).,0
6871,"however, in some contexts, ""demon"" specifically refers to a program or process that runs continuously and provides a specific type of service or functionality, while ""service"" may refer more generally to any program or process that provides a service or function on a computer system.",1
2509,typically thechannel structure is 23 b channels plus one 64 kb/s d channel for a total of1536 kb/s.,0
1913,"in computing, a font refers to a typeface that has a distinc-tive appearance and style.",0
1508,"although still impressive in its quantity of content, many web users now rely more on discus-sion forums based on web pages ,.",0
3707,"the following are the typical levels of precedence followed by most programming languages, in order from highest to lowest:parentheses: any expressions contained within parentheses are evaluated first.",1
4155,"supply chain management (scm): sap's scm software helps businesses manage their supply chain operations, including logistics, inventory management, and procurement.",1
1268,"examples include the adobe pdf (portable document format) reader, the windows media player, and realplayer for playing video and audio content ,.",0
5736,"while p2p networks can facilitate fast and efficient file sharing, they can also pose security risks and be used for illegal activities such as copyright infringement.",1
844,"sony is also a significant seller of digital cameras, including the mavica floppy disc (later cd), since discontinued.",0
1234,"similarly, people can form long-lasting social networks while meeting physically seldom (if at all)—see socialnetworking and virtual community",0
7338,register allocation: the compiler assigns registers to hold intermediate values and computations.,1
3837,"use strong passwords: use strong, unique passwords for each online account, and avoid using the same password across multiple accounts.",1
4429,analysis and design: the gathered requirements are analyzed and the system architecture is designed.,1
3184,this has been fueled by media stories (sometimes exaggerated) about children being recruited into face-toface meetings with pedophiles.,0
3980,"raid 1: this level mirrors data across multiple drives for improved redundancy, but provides no performance benefits.",1
5739,bittorrent works by breaking large files into smaller pieces and distributing those pieces across multiple computers on the network.,1
6008,a class defines the properties and behaviors that objects created from the class will have.,1
1048,"publishers such as sams, coriolis, and particularly o’reilly have aimed their offerings at more experienced users, programmers, and multimedia developers.",0
7121,censorship refers to the suppression or control of information or ideas by an authority or group in order to prevent their dissemination or expression.,1
504,also note that the type of input data doesn’t have to be declared.,0
2857,"the growing demand for data communications, particularly broadband services such as dsl and cable modems, translates into a steady demand for engineers and technicians specializing in the maintenance and growth of this infrastructure ,.",0
4274,social networks: the semantic web can be used to create more intelligent social networks that can automatically identify and connect users with similar interests.,1
1767,a fiber optic (or optical fiber) cable transmits photons (light) instead of electrons.,0
4341,"overall, simulation is a powerful tool that can be used to model and study complex systems in a wide range of fields.",1
6806,"healthcare: data communications are used for telemedicine, where doctors and patients can communicate and share medical information remotely.",1
2387,"com), and responds by directing that request to a top-level domain (tld) nameserver, based on the tld of that domain such as .",0
1698,this means that gif works best with images that have rela-tively few colors and for applications (such as web pages) where compactness is important.,0
7115,they can also be used to simulate the behavior of subatomic particles and the evolution of the universe.,1
6624,"eiffel is commonly used in developing mission-critical software systems, such as aerospace, finance, and medical applications, where reliability, safety, and security are of paramount importance.",1
3593,the email may promise a large reward for the recipient's help.,1
4503,ogg (ogg vorbis): this is an open-source compressed audio format that is similar to mp3 but provides better sound quality at lower bit rates.,1
1799,"the growth in desktop computing since the 1980s has resulted in much data being moved from mainframe com-puters to desktop pcs, which are now usually linked by networks.",0
5296,"in addition to its core language features, java also has a large and active community of developers who have created a wide range of libraries, frameworks, and tools that can be used to simplify common programming tasks, such as database access, network communication, and user interface design.",1
4148,"as a company, sap places a strong emphasis on research and development, with a significant portion of its budget dedicated to innovation.",1
4820,execute operations: the system executes the operations or steps required for the transaction.,1
1001,"although there is no phone, internet-based services such as skype can be used to place calls, or a bluetooth-equipped mobile phone.",0
6211,"when a web page is loaded, the web browser typically downloads all of the associated resources, such as images, scripts, and stylesheets, from the web server.",1
2699,eiffel is an interesting programming language developed by bertrand meyer and his company eiffel software in the 1980s.,0
2756,"when the subroutine finishes processing, it may return values by changing global variables or changing the values of variables that were passed as parameters",0
5129,"insert media: allows users to insert images, videos, and other media into the document.",1
2854,"finally, there must be software that can manage the flow of data",0
2256,"if the counts agree, it is safe to assume that the transmission wascompleted correctly ,.",0
5328,it was developed in the late 1970s as a way for users of different computer systems to share information and communicate with each other.,1
3675,"the term ""open source"" refers to the fact that the source code is open to the public, rather than being proprietary or closed.",1
734,"today the faster and more flexible usb , is replacing serial connections for many devices including even keyboards",0
4722,"privacy and data protection: as technology becomes more prevalent in our lives, concerns about the collection and use of personal data have become more significant.",1
872,")devised by c. a. r. hoare in 1962, quicksort is much faster than the bubble sort because records are moved over greater distances in a single operation rather than simply being exchanged with their neighbors.",0
2027,"such attacks can also be protected against by designing systems so that they will not act as an “oracle” by decrypting and returning all and any messages that come their way, thereby preventing an attacker from obtaining the necessary data to carry out the attack.",0
1145,(a corporate organization chart is a noncomputer example of a hierarchical tree. ),0
6183,the purpose of a bcp is to minimize the impact of a disruption on business operations and to facilitate a timely and effective recovery.,1
2063,a class is a data type that combines both a data structure and methods for manipulating the data.,0
822,"in general, the overall steps in developing a program are:detailed specification of what the program will be required to do.",0
3929,"dot matrix printers were popular in many industries because of their durability and reliability, as well as their ability to print carbon copies and other multipart forms.",1
1270,"java was highly touted starting in the mid-1990s, and some observers believed that by making web browsers into platforms capable of running any sort of software, there would be less need for proprietary operating systems such as microsoft windows",0
3895,"podcasts have a wide range of applications, some of which include:entertainment: podcasts can be a great source of entertainment, offering listeners a wide range of options to choose from, such as comedy, storytelling, and music.",1
3334,this code preserves potentially important information that can help the debugging facility better identify program bugs.,0
4418,"ti, and maxqda to analyze textual data, such as interview transcripts, focus group discussions, and open-ended survey responses.",1
1543,"while much attention is paid by system designers to the representation, storage and manipulation of information in the computer, the ultimate value of information processing software is determined by how well it provides for the effec-tive retrieval of that information.",0
1391,"nlp is a multidisciplinary field that draws from linguis-tics and computer science, particularly artificial intelligence ,.",0
677,"features of interest can be enhanced, and arbitrary (“false”) colors can be used to visually show such things as temperature or blood flow.",0
4665,"with expect, scripts can be written to interact with these applications, entering commands and responding to prompts automatically.",1
1299,"the name server provides the appropriate numeric ip address ,.",0
4098,"rss has been widely adopted as a way to distribute and consume content on the web, and many websites offer rss feeds as an alternative to email newsletters or social media updates.",1
4561,"sun microsystems was a technology company that was founded in 1982 and specialized in developing computer hardware, software, and network solutions.",1
245,"it runs programs andprovides them with access to memory (ram), input/outputdevices, a file system, and other services.",0
6274,"it works by generating a code for transmitted data using a mathematical algorithm, and checking the received data against the generated code.",1
6379,"however, email also poses security risks related to phishing, spam, malware, and other cyber threats.",1
4690,urgent pointer - this field is used to indicate that the data in the tcp segment is urgent and should be processed immediately.,1
777,simulations can also play an important part in testing software or systems or in predicating the results of business decisions or strategies.,0
3394,"here are the key features and structures of netnews and newsgroups:hierarchy: newsgroups are organized into a hierarchical structure that starts with major categories such as ""comp"" for computer-related discussions, ""sci"" for science-related discussions, ""soc"" for social discussions, and ""rec"" for recreational discussions.",1
1071,"(self-employed persons, of course, have a much higher rate of working from home.",0
2118,"differentiation is an algorithm—given an elemen tary function, you can always find its derivative.",0
373,and ?>.,0
2061,on the horizon may be com-pletely new architecture.,0
751,"it then interprets , the user’s commands.",0
7216,"chipsets are essential for the proper functioning of a computer system, as they ensure that data flows efficiently between the various components.",1
6956,"dsl technology is designed to work with existing copper telephone lines, which are already installed in most homes and businesses.",1
452,” these devices have one hammer for each column of the output.,0
461,"(since the teletype could send as well as receive messages, it was often used as a control terminal for computer operators or for time-sharing computer users into the 1970s.",0
1504,"these can include the following:, low-level infrastructure (networking [wired and wire-less], routing, encryption support, and so on), web servers and related software, e-commerce infrastructure ,, interfacing with databases, data analysis and extraction ,, support for searching ,, autonomous software to navigate the net ,, internet-based communications ,, systems to deliver text and media ,, support for collaborative use of the internet ,, security software (firewalls, intrusion analysis, etc. )",0
5504,"fitness evaluation: each program in the population is evaluated based on its fitness, which is a measure of its ability to solve a specific problem or perform a specific task.",1
4735,"overall, these are some of the major policy issues involving information technology industries that are currently being debated and addressed by governments and other stakeholders around the world.",1
4263,it allows web content to be classified and organized in a way that machines can understand.,1
4084,"customer service robots - robots that are designed to interact with customers in commercial settings, such as reception robots, food service robots, and shopping assistants.",1
1107,"although they use different devices and formats, text messaging on cell phones and pdas and instant messaging through online services have much in common.",0
4147,"the company has also established various programs to support entrepreneurship and innovation, including an accelerator program for startups and a venture capital fund.",1
206,"meanwhile other games began to offermore sophisticated social interactions as well as the abilityof players to make their own additions to the game world,including buildings.",0
7199,"since then, computer chess has made significant progress, and today, the best computer chess programs can easily defeat even the most skilled human players.",1
5542,"here are some examples of how global trends are influencing computer technology:digital transformation: the trend towards digitalization is transforming virtually every industry, as businesses and governments seek to digitize their operations and services.",1
5426,help systems are important for ensuring that users are able to use software applications effectively and efficiently.,1
7278,"it has important applications in areas such as education, artificial intelligence, and human-computer interaction.",1
3461,sans typically use fibre channel or iscsi protocols to connect storage devices to the network.,1
2690,"stream cipher encrypts in small units, often a bit or a byte at a time.",0
99,"they then recordedand analyzed the signals produced by the monkey’s brainwhile playing the game, and correlated them with themotor movements in the joystick.",0
6667,"optical scan technology can also be used in other applications, such as scanning and processing surveys, forms, and other types of paper-based data collection.",1
2550,"very nicely for users, fixes are usually availablein relatively short time thereafter",0
1814,a new but unrelated for-pay service opened later under the same name.,0
2181,bat).,0
5596,it was developed by compuserve in the late 1980s.,1
4962,"sports and entertainment: vr can provide an immersive experience of sporting events and live performances, allowing viewers to feel as if they are actually in the event.",1
4942,"social virtualization, also known as social vr (virtual reality), is a technology that creates a shared virtual space where users can interact with each other and digital objects in a simulated environment.",1
4628,many tablets also include additional input methods such as stylus pens or keyboards.,1
1709,"there are several variations by different vendors, which can lead to compatibility problems.",0
1762,"if one communications link is down or too congested, packets are given an alternative routing.",0
7295,"when all four colors are combined at their full intensity, they absorb all the light and produce black.",1
2722,"(alternatively, votes can be transmitted over a computer network in batches throughout the day. )",0
2450,false negative occurs when an actual intrusive action happened but thesystem fails to detect it or simply allows it to pass as a non-intrusive behavior.,0
1182,"indeed, berners-lee wanted web client software to include not only browsing functions but easy ways for users to create their own web pages.",0
2975,"ideally this information should be easy to grasp at a glance, allowing for prompt action when necessary.",0
4604,the responsibilities of a systems analyst may include:conducting research and gathering information on business processes and requirements.,1
688,most web users have surfed in this way: it can be fun and it can certainly lead to “finds” that can be bookmarked for later reference.,0
7312,"a compiler is a software program that translates source code written in a programming language into machine code, which is a language that computers can understand and execute.",1
2956,"the problem is this: when an applications program such as a word processor needs to print a document, how should the necessary commands be provided to the printer?",0
2541,"all floppy disks have a boot sector, regardless of whether they arebootable or not.",0
4673,it is often used to create quick and dirty scripts for testing and experimentation.,1
5143,"it allows users to upload and share videos, view and comment on videos posted by others, and search for videos on a wide variety of topics.",1
375,"besides being embedded in html pages, php can be used interactively at the command line, where it has replaced older languages such as awk, perl, or shell scripting for many users.",0
326,"there were already ways to write scripts for simple data processing , as well as a handy pattern-manipulation language ,.",0
6159,"however, bluetooth technology also has some limitations, including:range - bluetooth connections are typically limited to a range of around 10 meters, which can restrict the use of some devices.",1
2325,majority of the exploitable holes werepatched and this form of attack is nowadays nearly impossible.,0
4134,one of the key features of rails is its emphasis on convention over configuration.,1
2799,"if the reasoning is from initial facts to an ultimate conclusion, it is called forward chaining.",0
3896,"education: podcasts can be used for educational purposes, offering a convenient way for people to learn about specific topics and gain new skills.",1
119,"firstcomes the sign, indicating whether the number is negativeor positive.",0
156,"types of ads include the following:, banner ads are contained in rectangles, often at the topof the web page.",0
1614,handwriting recognition is actually an application of the larger problem of identifying the significance of features in a pattern.,0
7302,designers and developers use palettes to ensure that the colors used in a project are consistent and visually appealing.,1
4571,"medical research: supercomputers are used in medical research to model complex biological systems, such as the human brain, and to develop new drugs and treatments.",1
1274,"to create a basic webcam, the user connects a digital camera to a pc, usually via a usb cable.",0
6205,"file cache is particularly effective for improving the performance of applications that frequently access small files, such as web browsers and document editors.",1
5511,"gates co-founded microsoft with paul allen in 1975, starting out with a simple vision to put a computer on every desk and in every home.",1
4924,"it was popular among counterculture and tech-savvy individuals, who used it to discuss everything from politics and social issues to computer technology and programming.",1
1229,", a secure “virtual private network” can be created within the larger public internet.",0
4458,the algorithm then repeats this process for the remainder of the unsorted subarray until the entire array is sorted.,1
2919,"by 2008 dell had more than 88,000 employees worldwide.",0
2185,"exe animations‚e-greetings or other such files could have a trojan horse inserted , ,.",0
4901,"it can also be used to write windows script host scripts, which can automate tasks on a windows machine.",1
2631,the central notion of rbac is that users do not have discretionary access to enterprise objects.,0
2618,they can permit an intruder remote accessand if successful give him or her also control of the machine or pc.,0
2029,the arithmetic logic unit is the part of a computer system that actually performs calculations and logical comparisons on data.,0
2999,"examples might include large databases, intensive scientific computing, and cryptography.",0
3508,"it is represented using a single bit, with 0 indicating a positive value and 1 indicating a negative value.",1
3927,"unlike modern inkjet and laser printers, which use a non-impact printing process, dot matrix printers work by striking a ribbon against paper to create dots that form characters and images.",1
1686,"because it is “native” to windows, bmp is widely used, especially for program graphics resources.",0
5719,there are several advantages to using a file server:centralized storage: a file server allows you to centralize file storage and manage all of your files in one location.,1
1988,"(in 2006, online buyers actually spent more money on clothing than on computers and related products. )",0
4110,"some major websites, such as facebook and twitter, stopped supporting rss feeds entirely.",1
1549,"once developed, higher-quality image processing sys-tems found their way into other applications such as domes-tic surveillance and medical imaging.",0
529,"however, there are privacy and security concerns that remain to be fully resolved.",0
1433,"in a data list used with procedural programming languages such as c, each list item consists of a structure consisting of a data member and a pointer.",0
4754,"overall, telecommuting has its advantages and disadvantages, and it is up to individuals and organizations to determine if it is a good fit for them.",1
4568,"due to their advanced computing capabilities, supercomputers are used in a wide range of applications, including:scientific research: supercomputers are widely used in scientific research to simulate complex phenomena, such as climate change, nuclear reactions, and the behavior of materials under extreme conditions.",1
4209,"multiprocessor systems are commonly used in applications such as scientific computing, data processing, and real-time systems that require high performance and reliability.",1
7019,"proxy servers also use cache to store frequently accessed content locally, reducing the load on the upstream server and improving the response time for subsequent requests.",1
2443,while this is similar to the internet‚access is controlled and restricted to particular groups‚ similar to the intranet.,0
3411,"the message is then propagated to other servers that subscribe to the newsgroup, until it reaches all servers in the network.",1
5288,"overall, java is a versatile and powerful programming language that is used for a wide range of applications, from enterprise software to mobile app development.",1
5413,"min heap: in a min heap, the parent nodes are always smaller than or equal to their child nodes.",1
6161,"overall, bluetooth technology is a popular and widely used wireless technology that offers convenience, compatibility, and low power consumption for connecting devices over short distances.",1
5838,"they are popular because of their small size, durability, and ease of use.",1
6520,"a port is a communication endpoint in a network device, and each service or application running on the device typically uses a specific port to communicate with other devices on the network.",1
1661,"some companies have responded by relentless efforts to maximize efficiency in manufacturing , while a few others have maintained a reputation for style or innovation .",0
6142,"biometric identification systems offer several advantages over traditional authentication systems, such as:increased security - biometric data is unique to each individual and cannot be easily replicated or stolen, making it more difficult for attackers to gain unauthorized access.",1
4678,destination port - this field identifies the port number on the recipient's device that the data is being sent to.,1
770,simulations and simulation techniques are used for a tremendous range of applications today.,0
5160,"in the late 1990s and early 2000s, yahoo was one of the most popular websites on the internet and played a significant role in shaping the early internet era.",1
1140,"(unlike real trees, data trees have their root at the top and branch downward. )",0
4768,they can also help ensure consistency and professionalism across multiple documents or projects.,1
4228,"by creating computer simulations of these systems, scientists can study how they behave under different conditions and gain insights into their underlying mechanisms.",1
2307,"since then, it has become a domestic and international encryption standard, and has been used inthousands of applications.",0
3346,"machine translation: nlp can be used to translate text from one language to another, enabling communication across language barriers.",1
2170,these privileges are not available to the user.,0
2794,"an expert system has two main components, a knowledge baseand an inference engine.",0
2562,ubiquitous computing is a term put forward by mark weiser in ubiquitous computing is a term put forward by mark weiser in 1988‚ describing it as information technology’s next wave after the mainframe and pc.,0
6500,"this can be achieved through the use of sensors, wireless communication, and the internet of things (iot), which allows objects to communicate with each other and with the internet.",1
854,"the heapsort, invented by john williams in 1964, uses a binary tree to store a heap of sorted records ,.",0
4921,"the well (whole earth 'lectronic link) is one of the oldest and most well-known virtual communities on the internet, which was founded in 1985.",1
13,"when a significant number of postings in a newsgroup are devoted to flaming and counter-flaming, many users who had sought civilized, intelligent discussion leave in protest.",0
7064,"examples include sketch, figma, and adobe xd.",1
5467,"as computer networks became more widespread in the 1970s and 1980s, hackers began to gain more notoriety, and their activities became more sophisticated.",1
6627,"here are some examples of eiffel implementations and uses:commercial applications: eiffel has been used to develop commercial software applications in fields such as finance, healthcare, and aerospace.",1
1692,"this means that an eps file consists not of the actual pixel values of an image, but the instruc-tions for drawing the image (including coordinates, colors, and so on).",0
4513,many email services and social media platforms have built-in spam filters that attempt to detect and block spam messages.,1
4659,"additionally, restoring data from tape can be a time-consuming process, especially for large data sets.",1
3323,the value in turn may be an arithmetic expression that consists of operators and operands.,0
465,"the dot-matrix printer, which came into common use in the 1980s, uses a different principle of operation than typewriter-style printers.",0
1200,today the vcr is inexpensive and ubiquitous.,0
3783,"the pdf format was developed by adobe systems in the early 1990s, and has since become a widely used file format for documents such as reports, manuals, and forms.",1
3272,expanded standards were issued in 1974 and 1985 (cobol-74 and cobol-85) with a new standard issued in 2002.,0
2925,in 1999 dell overtook compaq to become the biggest computer retailer in america.,0
5095,"by allowing anyone to contribute and edit pages, wikis can quickly accumulate a wealth of information and evolve over time to reflect the collective knowledge of their users.",1
4517,"be cautious with personal information: do not share personal information, such as your email address or phone number, with unknown or suspicious sources.",1
5869,"bitmap fonts are typically smaller in file size and can be quickly displayed on screen, but they can appear jagged or pixelated when enlarged or printed at high resolutions.",1
1704,at higher ratios (approaching 100:1) the image becomes seriously degraded.,0
7233,"classes can also inherit properties and methods from other classes, allowing for more complex relationships and structures.",1
359,"although e-mail is the most common “hook” for phishing, any form of communication, including text or instant messages, can be used.",0
3959,"they also explore how anonymity, privacy, and surveillance impact online behavior and self-disclosure.",1
5539,"the phenomenon of globalization has been accelerating since the latter half of the 20th century, as advances in technology, transportation, and communication have made it easier and cheaper to connect people and businesses across borders.",1
3519,"to illustrate this concept with an example, we can use the microsoft windows dialog box.",1
1859,the arrows link each state (within a circle) to its possible successor.,0
1038,106.,0
2452,firewall consists of a set of related programs‚ located at a network gateway server.,0
4849,"as technology advanced, more sophisticated font formats were developed, such as postscript and truetype, which allowed for scalable and high-quality typography.",1
290,"this transition waslargely complete by 2007, though os x 10.",0
4626,tablet pcs are distinguished from traditional laptops by their form factor and input methods.,1
3739,"it is based on the unix operating system and provides a user-friendly interface, advanced graphics capabilities, and powerful multimedia tools.",1
5925,"the site offers a diverse range of products, including electronics, clothing, collectibles, and much more.",1
1192,"it is also part of the evolution of what microsoft called “active scripting,” based on components that allow outside access to the capabilities of applications.",0
4348,"internet of things (iot) integration: smart buildings often integrate iot sensors and devices to monitor various aspects of the building, such as occupancy, temperature, humidity, air quality, and energy use.",1
888,"the merge sort also lends itself to a recursive approach, and it is comparable in speed and stability to the heapsort",0
1735,"like other major manufacturing sectors, the computer industry is also faced with the need to reduce the amount of the greenhouse gases (particularly co2) contributing to global warming.",0
3365,"use good manners: remember to say ""please"" and ""thank you"" when appropriate, and avoid interrupting others.",1
3680,"open source software is often free to use, although there may be costs associated with support, customization, or maintenance.",1
3841,enable two-factor authentication: use two-factor authentication for all accounts that support it.,1
4136,"for example, rails provides a default directory structure for organizing files, a default database schema for storing data, and a set of naming conventions that make it easy to map between database tables and ruby classes.",1
3553,email ads: these are ads that appear in email newsletters or promotional emails.,1
576,"for now mobile robots and service robots are most likely to turn up in specialized applications in environments too dangerous for human workers, such as in the military, law enforcement, handling of hazardous materials, and so on.",0
6671,"an email message typically consists of a text message, along with any attachments or multimedia content that the sender wishes to include.",1
1379,icio.,0
4072,autonomous vehicles - self-driving cars and trucks that use sensors and machine learning algorithms to navigate and transport passengers or goods.,1
7002,"this results in faster access to frequently used data, which in turn improves the overall performance of the computer system.",1
4144,the company has set ambitious targets to reduce its greenhouse gas emissions and become carbon neutral by 2025.,1
2469,it performs some software function but isnot a program in the sense of being installed and run from the computer’sstorage media.,0
5483,personalized note-taking: handwriting recognition can be used in note-taking applications to recognize handwritten notes and convert them into typed text.,1
3890,podcasting is the production and distribution of digital audio content that is delivered through the internet.,1
4480,"in each step of the algorithm, the current element in the unsorted subarray is compared with the elements in the sorted subarray until its correct position is found.",1
6867,"a system demon might manage system resources such as memory or disk space, or perform regular maintenance tasks such as backups or system updates.",1
2788,(see bugsand debugging.,0
4570,"energy: supercomputers are used to model and simulate complex systems related to energy production and distribution, such as nuclear reactors, wind farms, and smart grids.",1
3782,"pdf stands for portable document format, which is a file format used to present and exchange documents reliably, independent of software, hardware, or operating system.",1
4766,"a website template might include pre-built pages, menus, and widgets that can be customized to create a complete website.",1
1321,"it has an antenna allowing it to communicate with wireless pcs up to several hundred feet away, depending on building configuration.",0
6148,"implementation challenges - biometric identification systems can be complex and costly to implement, requiring specialized hardware and software, and may require significant training and support for users.",1
3393,"each newsgroup is dedicated to a specific topic, and users can browse, search, and participate in discussions related to that topic.",1
5679,"the light is guided through the fiber by a process called total internal reflection, which allows it to travel over long distances without significant signal loss or degradation.",1
7060,"these tools are used by designers, artists, and creatives to bring their ideas to life and communicate visually.",1
988,"as the name suggests, a tablet pc is a small computer about the size of a notebook (not to be confused with a “notebook pc,” which is a small, light laptop).",0
5997,this helps prevent malicious applets from accessing sensitive information on the user's computer or from performing harmful actions.,1
611,"however, saving a file in rtf is a good way to ensure that a document can be used by recipients who may have, for example, older versions of word.",0
4551,"stacks are commonly used in programming, especially for implementing recursive algorithms, maintaining a history of function calls, and evaluating expressions.",1
655,"these general principles also apply to systems where more than one processor is available ,, but there is the added complication of deciding where the scheduling program will be run.",0
67,"however, the u. s. defense department, seeing the need for a robust, decentralized network that could maintain links between their computers under wartime conditions, funded the development of a protocol that, given appropriate hardware to bridge the gap, could link these disparate networks ,.",0
2661,this is a tedious task and there are recently attemptsto create central repository and unified descriptive language for thesesystems.,0
3254,many retail transactions are also handled using a client-server arrangement.,0
5763,https is commonly used for secure web connections and is often used for transferring sensitive data.,1
2875,"however, data often has potential applications beyond those conceived by its collector",0
2488,such a system seems to be attractive to hackers‚ but at the same momentthese are heavily monitored.,0
1847,a mode or state can be used to determine the system’s activity.,0
957,structured programmingby the 1990s the growing power of regular desktop pcs was reducing the need for special-purpose workstations.,0
4715,in-house documentation is essential for any organization because it provides a consistent framework for how work is done and helps to ensure that everyone is on the same page.,1
4917,"vhs-c tapes were smaller and easier to handle than vhs tapes, but required an adapter to play in a standard vhs player.",1
406,plug-ins can enable the browser to display new types of files (such as multimedia).,0
238,users are free tomodify or expand the source code to create and distributenew versions of the software.,0
5607,"tiff files can store both grayscale and color images, as well as images with transparency.",1
6114,a backdoor is usually created by the system's designer or developer as a means of accessing the system in case of an emergency or for troubleshooting purposes.,1
2726,"the advantage of optical systems is that the voter physically marks the ballot and can see how he or she has voted, and after tabulation the physical ballots are available for review in case of problems.",0
4116,"these codes include instructions for fonts, colors, text styles (such as bold or italic), paragraph formatting, and more.",1
48,"pc deals with ibm pc-compatible personal computers, while comp.",0
2463,creates a handshake‚ and once that takes place passes everythingthrough until the session is ended.,0
105,")other possibilities might include processors that couldgive a person the ability to think about a mathematicalproblem and “see” the answer, or to search databases or theweb simply by visualizing or thinking about the information desired",0
3745,macos (formerly known as os x) is a unix-based operating system that comes bundled with a number of pre-installed software packages.,1
2120,"in some sense, an algorithm is a ‘predictable heuristic,’ whereby one cannot tell if a heuristic will work, before one tries it, but one knows in advance what the output of an algorithm will be.",0
2372,"com is the domain name, and www is the hostname.",0
2293,"lack of attaining fame, status or other benefits (e. g. ,being on a tv show) will also help reduce the supply of cyberpunks.",0
3733,the system then uses these edges to identify the shape of the characters and convert them into digital text.,1
3721,ocr technology typically works by analyzing the shapes of characters in an image and comparing them to a database of known character shapes.,1
2035,"in addition to arithmetic operations, the alu can also carry out logical comparisons, such as bitwise operations that compare corresponding bits in two data words, corresponding to boolean operators such as and, or, and xor ,.",0
3664,"this step involves using ontology editors or modeling tools to define the ontology schema, which may include axioms, constraints, and rules.",1
5468,some hackers began to engage in illegal activities such as stealing data and disrupting computer systems.,1
5089,history: one of the defining features of a wiki is its revision history.,1
2674,the term can also be applied to exploiting the victim’s good intentions andlack of in-depth technical knowledge in order to inspire fear and confusion.,0
2444,accordingly‚ an extranet web server can be accessed by all the participantsinvolved in a project (e. g. ‚ various engineers and the firm developing a newproduct)‚ but not by anyone else.,0
7298,"palettes can refer to different things depending on the context, but generally speaking, a palette is a collection or range of colors that are used together in a particular context or design.",1
4632,"overall, tablet pcs are a popular choice for users who need a portable and versatile computing device that can be used for a range of tasks.",1
3820,the intersection of technology and spirituality: some have explored the potential for technology to aid in spiritual practices or to facilitate deeper connections with the divine.,1
5927,"additionally, the site has a feedback system that allows buyers and sellers to rate and review each other, which helps establish trust and reputation within the community.",1
7148,"in addition to representing plain text, strings can also be used to represent other types of data, such as binary data or encoded data.",1
1636,"as a result, the routines become increasingly efficient at solving the given problem, just as organisms in nature become more perfectly adapted to a given environment.",0
463,it used a movable wheel with the letters embedded in slim “petals” (hence the name).,0
4381,"xiaomi: xiaomi is a chinese company that manufactures smartphones, tablets, and other electronic devices, and uses the android operating system.",1
1737,"in june 2007 a number of major players, including google, intel, dell, hewlett-packard, microsoft, and sun, established the climate savers computing initiative.",0
6038,"asp provides a wide range of functionality for creating dynamic web pages, including database connectivity, form processing, session management, and authentication.",1
4149,"the company's research efforts focus on emerging technologies such as artificial intelligence, machine learning, and blockchain, as well as new applications for existing technologies.",1
3708,"unary operators: unary operators, such as negation (-) and logical not (!",1
5358,"this involves translating the user interface text, as well as adapting other content and features to meet the needs and expectations of the local audience.",1
1990,one continuing obstacle to the growth of e-commerce has been consumers’ concerns about the theft or misuse of personal information gathered as part of the shopping process.,0
2525,"java sandbox contains specific provisions to deal with potentially dangerousapplets, and tries to execute them in a protected mode that severely limits theeffects they can have on other applications and the host computer.",0
1450,", memory management—allocating and freeing up memory as requested by processes as well as imple-menting virtual memory, where physical storage is treated as an extension of main (ram) memory.",0
5040,"web filters can be implemented at different levels such as on a personal computer, router, or internet service provider (isp).",1
7309,"5, since there are two possible outcomes (heads or tails) and one of them is favorable.",1
1322,each computer on the wireless network has an adapter with a transceiver so it can communicate with the access point.,0
6844,"they also provide a way to pass multiple values between functions or modules in a program, making it easier to write modular and reusable code.",1
4186,"they can be used in a variety of applications, from industrial design and engineering to virtual reality and gaming.",1
5196,"this requires effective management of resources, such as memory and processing power, as well as efficient algorithms for scheduling and switching between tasks.",1
930,"when challenged, spyware makers generally claim that the user authorized its installation (at least implicitly) by installing the utility or other software that contains it.",0
879,"the new record can then be inserted just before that record, much like the way a bridge player might organize the cards in a hand.",0
1821,"because of its efficiency, bittorrent allows for distribution of substantial amounts of data at low cost, particularly since the system “scales up” automatically without having to provide extra resources.",0
1770,optical fiber in its modern form was developed in the 1950s.,0
1879,"if the flag is false, the input form might be redis-played with errors or omissions highlighted.",0
426,podcasts also provide a way for political organizations to keep in touch with supporters (and perhaps supply them with talking points).,0
698,"however, discovering the relationships between data items on pages, or between pages—and their meaning, or semantics—requires human scrutiny.",0
6135,"this can make it more difficult for security professionals to detect and remove the malware, and can lead to serious security breaches and data loss.",1
820,social scientists can use a variety of software throughout the research process.,0
3921,later models added electric power to speed up the typing process and eliminate the need for manual carriage returns.,1
1755,the question is whether a system as a whole can be designed to “fail grace-fully.,0
3690,"each operating system has its own unique features and capabilities, and different operating systems are used for different types of devices and applications.",1
