label,message,message_length,word_count,num_digits,num_uppercase,num_links,has_call_to_action
smish,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130,25,11,0,0,1
smish,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,145,25,24,5,0,1
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,89,15,0,2,0,0
smish,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,158,27,29,30,0,0
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,68,12,0,2,0,0
smish,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",148,23,28,17,0,1
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",148,33,0,8,0,1
smish,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,83,5,17,3,0,0
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,86,15,0,2,0,1
ham,"Looks like you found something to do other than smoke, great job!",65,12,0,1,0,0
ham,Yep. I do like the pink furniture tho.,38,8,0,2,0,0
smish,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",159,23,26,27,0,1
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,134,32,0,6,0,0
smish,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",159,23,26,27,0,1
smish,100 dating service cal;l 09064012103 box334sk38ch,49,6,19,0,0,0
smish,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",130,28,14,9,0,1
smish,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,162,31,15,2,0,1
ham,No no. I will check all rooms befor activities,46,9,0,2,0,0
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",79,17,3,2,0,1
ham,R u in this continent?,22,5,0,1,0,0
smish,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",197,26,16,8,0,1
smish,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,153,32,21,29,0,1
ham,Eh den sat u book e kb liao huh...,34,9,0,1,0,0
smish,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,162,27,19,4,0,1
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",123,22,1,5,0,0
smish,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,160,33,23,16,0,1
smish,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",140,25,17,8,0,1
ham,"No my blankets are sufficient, thx",34,6,0,1,0,0
smish,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,158,29,1,13,0,0
smish,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",101,19,17,9,0,1
smish,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,155,27,16,7,0,1
ham,What's up. Do you want me to come online?,41,9,0,2,0,0
smish,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,149,30,4,23,0,0
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,120,26,0,6,0,0
ham,So i'm doing a list of buyers.,30,7,0,1,0,0
smish,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,157,26,33,15,0,1
ham,"sorry, no, have got few things to do. may be in pub later.",58,13,0,0,0,0
smish,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",152,29,27,16,0,1
smish,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,154,32,14,5,0,1
smish,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,154,25,27,16,0,1
smish,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",140,24,4,8,0,1
smish,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",146,23,14,23,1,1
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,72,15,0,2,0,1
smish,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,149,28,17,9,0,1
ham,You are right. Meanwhile how's project twins comin up,53,9,0,2,0,0
ham,Dear i have reache room,23,5,0,1,0,0
ham,Cuz ibored. And don wanna study,31,6,0,2,0,0
ham,S:)but he had some luck.2 catches put down:),44,8,1,1,0,0
smish,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",153,30,19,9,0,1
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",93,19,0,2,0,0
smish,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,157,29,21,22,0,1
ham,I will come tomorrow di,23,5,0,1,0,0
smish,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",69,11,27,2,0,1
smish,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,136,22,21,25,1,0
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,116,23,0,3,0,0
smish,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,126,21,31,19,0,1
ham,I will be gentle princess! We will make sweet gentle love...,60,11,0,2,0,0
smish,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",149,27,2,12,0,1
ham,I'm home.,9,2,0,1,0,0
smish,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,172,33,22,7,0,1
ham,Thinking of u ;) x,18,5,0,1,0,0
ham,Were somewhere on Fredericksburg,32,4,0,2,0,0
smish,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",120,20,27,3,0,1
ham,"Sorry, I'll call later",22,4,0,2,0,1
smish,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",138,26,2,11,0,1
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,176,31,0,10,0,0
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",130,24,0,23,0,0
smish,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,160,31,19,7,0,0
smish,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",126,19,24,10,1,1
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",73,15,0,2,0,0
ham,Wat time u finish ur lect today?,32,7,0,1,0,0
ham,K..k..any special today?,24,3,0,1,0,0
ham,Aiya we discuss later lar... Pick ü up at 4 is it?,50,12,1,2,0,0
ham,That's y u haf 2 keep me busy...,32,8,1,1,0,0
smish,500 free text msgs. Just text ok to 80488 and we'll credit your account,71,14,8,1,0,1
ham,... Are you in the pub?,23,6,0,1,0,0
ham,Have you laid your airtel line to rest?,39,8,0,1,0,0
smish,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,86,13,11,11,0,1
smish,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,143,31,14,14,0,1
smish,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,156,28,16,29,0,0
ham,Lol wtf random. Btw is that your lunch break,44,9,0,2,0,0
ham,"Cool, I'll text you in a few",28,7,0,2,0,0
ham,What not under standing.,24,4,0,1,0,0
smish,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,157,28,17,20,0,1
smish,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",101,19,23,29,0,1
smish,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,25,12,26,1,1
smish,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,135,27,14,16,0,1
smish,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",160,30,21,9,0,1
smish,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",154,30,19,9,0,1
ham,By monday next week. Give me the full gist,42,9,0,2,0,0
ham,Oh. U must have taken your REAL Valentine out shopping first.,61,11,0,7,0,0
smish,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,134,28,0,5,0,0
ham,Great to hear you are settling well. So what's happenin wit ola?,64,12,0,2,0,0
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",83,16,0,2,0,0
ham,No. I dont want to hear anything,32,7,0,2,0,0
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,95,21,0,2,0,0
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",149,31,0,4,0,0
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",62,11,0,4,0,0
smish,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",156,26,26,25,0,1
ham,Ok...,5,1,0,1,0,0
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",77,13,0,3,0,0
smish,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,24,5,10,0,0
ham,Ya! when are ü taking ure practical lessons? I start in june..  ,64,12,0,2,0,0
smish,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",153,22,31,30,1,0
ham,"That's cool, I'll come by like  &lt;#&gt; ish",45,8,0,2,0,0
smish,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,183,30,22,10,0,1
ham,Webpage s not available!,24,4,0,1,0,0
smish,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,121,20,15,15,1,1
ham,I've reached home n i bathe liao... U can call me now...,56,12,0,2,0,1
ham,Sorry me going home first... Daddy come fetch ü later...,56,10,0,2,0,0
ham,"Hurry up, I've been weed-deficient for like three days",54,9,0,2,0,0
ham,How was txting and driving,26,5,0,1,0,0
smish,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,148,25,21,3,0,1
smish,"accordingly. I repeat, just text the word ok on your mobile phone and send",74,14,0,1,0,0
smish,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,146,32,10,32,0,0
ham,"Hiya, had a good day? Have you spoken to since the weekend?",59,12,0,2,0,0
smish,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",154,29,0,11,0,1
ham,My uncles in Atlanta. Wish you guys a great semester.,53,10,0,3,0,0
ham,Hai priya are you right. What doctor said pa. Where are you.,60,12,0,3,0,0
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",95,20,0,4,0,0
smish,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,136,22,21,21,0,1
ham,How much are we getting?,24,5,0,1,0,0
ham,Be sure to check your yahoo email. We sent photos yesterday,59,11,0,2,0,0
ham,No no. I will check all rooms befor activities,46,9,0,2,0,0
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,104,22,0,3,0,0
smish,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",161,30,24,12,0,1
smish,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,158,28,14,28,0,1
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166,22,0,4,0,0
ham,"Aight, sounds good. When do you want me to come down?",53,11,0,2,0,0
ham,Yes princess! I want to please you every night. Your wish is my command...,74,14,0,3,0,0
smish,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",156,23,16,4,0,1
smish,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",140,25,17,8,0,1
ham,Shuhui has bought ron's present it's a swatch watch...,54,9,0,1,0,0
smish,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,140,26,25,17,1,1
smish,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,141,26,25,18,1,1
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126,25,0,4,0,0
smish,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",155,26,12,23,0,0
smish,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,160,30,23,16,0,1
ham,Ü still got lessons?  Ü in sch?,31,7,0,2,0,0
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,75,11,0,5,0,0
smish,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",141,22,13,7,0,1
ham,Headin towards busetop,22,3,0,1,0,0
smish,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,99,18,10,12,1,1
smish,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,139,28,7,14,0,1
smish,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,159,24,17,13,0,1
ham,"I call you later, don't have network. If urgnt, sms me.",55,11,0,2,0,1
ham,"Awesome, lemme know whenever you're around",42,6,0,1,0,0
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",140,27,0,3,0,1
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,126,22,0,2,0,0
smish,Ringtone Club: Gr8 new polys direct to your mobile every week !,63,12,1,3,0,0
smish,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",161,29,3,18,0,0
ham,Gudnite....tc...practice going on,33,3,0,1,0,0
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,104,16,0,1,0,0
smish,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",122,24,23,29,0,1
smish,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,151,28,37,7,0,1
ham,I'll meet you in the lobby,26,6,0,1,0,0
ham,"Aight no rush, I'll ask jay",27,6,0,2,0,0
ham,I uploaded mine to Facebook,27,5,0,2,0,0
smish,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,147,24,22,13,0,1
ham,"Sorry, I'll call later in meeting.",34,6,0,2,0,1
smish,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,155,25,10,2,0,1
smish,PRIVATE! Your 2003 Account Statement for 078,44,7,7,10,0,0
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,84,15,0,1,0,1
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,24,0,2,0,0
smish,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,156,27,18,23,0,1
smish,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",142,21,31,20,1,0
smish,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,142,17,35,24,0,0
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82,16,0,2,0,0
smish,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",132,28,8,15,0,1
smish,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",157,26,30,16,0,1
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,72,13,0,1,0,1
smish,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,150,28,16,18,0,1
smish,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,28,16,20,0,1
smish,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",93,17,9,17,0,0
ham,Yeah get the unlimited,22,4,0,1,0,0
smish,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",153,29,5,28,0,1
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",322,58,6,26,0,0
smish,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,153,28,23,24,1,1
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",107,22,0,3,0,0
smish,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,118,20,19,19,0,1
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,137,24,0,5,0,0
ham,Dear how you. Are you ok?,25,6,0,2,0,0
smish,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,125,25,8,14,0,1
smish,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,134,25,16,48,0,1
smish,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,139,29,20,23,0,1
smish,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,129,18,20,3,0,1
ham,No he didn't. Spring is coming early yay!,41,8,0,2,0,0
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",96,19,0,3,0,0
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",65,13,0,2,0,0
smish,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,156,27,18,23,0,1
smish,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,157,22,6,102,1,0
ham,It means u could not keep ur words.,35,8,0,1,0,0
smish,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,28,5,14,0,1
ham,Nah dub but je still buff,25,6,0,1,0,0
ham,I love to give massages. I use lots of baby oil... What is your fave position?,78,16,0,3,0,0
ham,My friends use to call the same.,32,7,0,1,0,1
smish,We currently have a message awaiting your collection. To collect your message just call 08718723815.,100,15,11,2,0,1
smish,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",154,26,21,17,0,0
ham,Or I guess  &lt;#&gt;  min,26,5,0,2,0,0
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92,16,0,2,0,0
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",73,14,0,1,0,0
smish,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",162,28,19,7,0,1
smish,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,101,13,4,11,0,1
smish,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,158,32,17,21,0,1
ham,Ok.,3,1,0,1,0,0
ham,"I'm in solihull, | do you want anything?",40,8,0,1,0,0
smish,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,95,13,13,4,0,1
smish,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160,25,17,62,0,0
smish,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157,34,7,17,0,0
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,160,28,3,127,0,0
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,69,14,0,3,0,0
smish,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",157,24,28,9,0,1
smish,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",152,26,18,23,0,1
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,122,28,2,3,0,0
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,29,0,7,0,0
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",204,40,0,1,0,0
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",143,29,1,2,0,0
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,237,40,0,7,0,1
smish,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,25,11,14,0,0
smish,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",144,27,10,12,1,1
ham,HAPPY NEW YEAR MY NO.1 MAN,26,6,1,19,0,0
smish,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,17,13,7,0,1
smish,network operator. The service is free. For T & C's visit 80488.biz,66,12,5,4,0,1
smish,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,86,13,11,11,0,1
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,120,28,1,3,0,0
ham,You got called a tool?,22,5,0,1,0,0
smish,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",155,24,23,32,0,0
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,84,19,4,2,0,0
